Number,Date,TSE:CM(open),TSE:CM(high),TSE:CM(low),TSE:CM(close),TSE:CM(adjusted close),TSE:CM(volume),TSE:CM(dividend amount),TSE:CM(split coefficient)
1512,1/4/2006,77.1,77.98,77.1,77.98,38.7961,521800,0,1
1513,1/5/2006,77.98,78.74,77.75,78.6,39.1046,809800,0,1
1514,1/6/2006,78.71,78.98,78.51,78.98,39.2936,638500,0,1
1515,1/9/2006,78.99,79.32,78.52,78.9,39.2538,933700,0,1
1516,1/10/2006,78.9,79.32,78.83,79.27,39.4379,789200,0,1
1517,1/11/2006,79.42,80.74,79.42,80.51,40.0548,1514500,0,1
1518,1/12/2006,80.25,80.95,79.58,79.6,39.6021,1041000,0,1
1519,1/13/2006,79.5,80.37,79.4,80.03,39.816,811900,0,1
1520,1/16/2006,79.82,80.75,79.82,80.75,40.1742,621000,0,1
1521,1/17/2006,80.75,81.15,80.7,81,40.2986,1711400,0,1
1522,1/18/2006,80.89,80.89,79.58,80.4,40.0001,1496200,0,1
1523,1/19/2006,80.6,80.73,79.83,79.89,39.7463,584700,0,1
1524,1/20/2006,80,80.35,79.7,79.7,39.6518,575500,0,1
1525,1/23/2006,79.5,80.1,79.4,79.78,39.6916,577900,0,1
1526,1/24/2006,79.68,79.68,78.31,78.35,38.9802,1185900,0,1
1527,1/25/2006,78.44,78.8,78.1,78.25,38.9304,966300,0,1
1528,1/26/2006,78.74,79.28,78.03,79.19,39.3981,1086800,0,1
1529,1/27/2006,79.22,80.8,78.75,80.2,39.9006,1023000,0,1
1530,1/30/2006,80.1,80.2,79.54,80.05,39.826,880100,0,1
1531,1/31/2006,80.05,80.25,79.42,79.9,39.7513,868300,0,1
1532,2/1/2006,79.91,80.09,79.71,80.01,39.8061,728400,0,1
1533,2/2/2006,79.61,79.85,79.26,79.41,39.5075,818400,0,1
1534,2/3/2006,79.3,79.88,79.26,79.88,39.7414,1043900,0,1
1535,2/6/2006,79.61,80,79.5,79.82,39.7115,999500,0,1
1536,2/7/2006,79.68,79.74,78.86,79.02,39.3135,901600,0,1
1537,2/8/2006,79.3,79.33,78.1,78.41,39.01,671600,0,1
1538,2/9/2006,78.9,78.96,78.27,78.54,39.0747,1110500,0,1
1539,2/10/2006,78.65,79.29,78.35,78.93,39.2687,979600,0,1
1540,2/13/2006,78.7,78.9,77.87,77.99,38.8011,923700,0,1
1541,2/14/2006,78,78.3,77.6,77.98,38.7961,1761000,0,1
1542,2/15/2006,77.97,78.25,77.66,78.2,38.9056,1177100,0,1
1543,2/16/2006,78.25,78.25,78.03,78.17,38.8906,756800,0,1
1544,2/17/2006,78.32,78.45,77.83,78,38.806,466400,0,1
1545,2/20/2006,77.92,78.27,77.9,77.95,38.7812,381700,0,1
1546,2/21/2006,77.9,78.83,77.81,78.8,39.2041,796000,0,1
1547,2/22/2006,78.51,78.77,78.25,78.51,39.0598,1131600,0,1
1548,2/23/2006,78.8,79.39,78.61,78.95,39.2787,1474600,0,1
1549,2/24/2006,78.83,79.64,78.83,79.42,39.5125,1585300,0,1
1550,2/27/2006,79.25,80.42,79.25,80.07,39.8359,1067500,0,1
1551,2/28/2006,80.1,80.21,79.56,79.95,39.7762,883300,0,1
1552,3/1/2006,79.6,79.65,79.27,79.56,39.5822,652500,0,1
1553,3/2/2006,80.85,81.75,80.85,81.23,40.413,3097700,0,1
1554,3/3/2006,81.4,83.62,81.35,83.27,41.4279,2663900,0,1
1555,3/6/2006,83,84.06,82.55,83.83,41.7066,999400,0,1
1556,3/7/2006,83.25,84,83.25,84,41.7911,823900,0,1
1557,3/8/2006,83.5,84.52,83.5,84.45,42.015,1371600,0,1
1558,3/9/2006,84.3,85,84.24,84.57,42.0747,749700,0,1
1559,3/10/2006,84.5,84.9,84.27,84.4,41.9901,647500,0,1
1560,3/13/2006,84.4,84.4,83.59,83.78,41.6817,711000,0,1
1561,3/14/2006,83.52,84.83,83.39,84.69,42.1344,848200,0,1
1562,3/15/2006,84.36,84.9,84.36,84.84,42.209,369400,0,1
1563,3/16/2006,84.84,85.25,84.5,84.75,42.1643,910900,0,1
1564,3/17/2006,84.99,85.1,84.02,84.02,41.8011,2079600,0,1
1565,3/20/2006,84.1,85.12,84.1,84.75,42.1643,508300,0,1
1566,3/21/2006,84.95,85.18,84.15,84.5,42.0399,615300,0,1
1567,3/22/2006,84.25,85.07,84.16,85.04,42.3086,770200,0,1
1568,3/23/2006,84.95,85.39,84.77,85.33,42.4528,940900,0,1
1569,3/24/2006,84.83,85.15,84.27,84.8,42.528,866800,0,1
1570,3/27/2006,84.6,84.91,84,84.72,42.4879,1093800,0,1
1571,3/28/2006,84.34,85.48,84.2,85.41,42.834,1667500,0,1
1572,3/29/2006,85.41,85.94,85.24,85.92,43.0897,891800,0,1
1573,3/30/2006,85.83,86.35,85.3,85.32,42.7888,657500,0,1
1574,3/31/2006,84.8,86.55,84.54,86,43.1299,1611800,0,1
1575,4/3/2006,86.01,86.52,84.82,84.99,42.6233,1098300,0,1
1576,4/4/2006,85.3,85.3,84.27,84.43,42.3425,1261500,0,1
1577,4/5/2006,84.25,85.14,84,85.1,42.6785,823600,0,1
1578,4/6/2006,85.25,85.55,84.3,85.3,42.7788,696200,0,1
1579,4/7/2006,85.26,85.6,84.48,84.85,42.5532,635000,0,1
1580,4/10/2006,84.45,84.69,84,84.08,42.167,570600,0,1
1581,4/11/2006,83.75,83.9,83.02,83.42,41.836,683700,0,1
1582,4/12/2006,83.38,83.57,81.89,82.08,41.1639,944000,0,1
1583,4/13/2006,81.77,83.38,81.77,82.92,41.5852,501500,0,1
1584,4/17/2006,82.7,83.09,82.41,82.99,41.6203,346200,0,1
1585,4/18/2006,82.75,83.1,82.75,82.8,41.525,572100,0,1
1586,4/19/2006,82.6,83.75,82.6,83.7,41.9764,708200,0,1
1587,4/20/2006,83.65,84.5,83.32,84.15,42.2021,1398200,0,1
1588,4/21/2006,84.16,84.48,83.55,84,42.1268,855100,0,1
1589,4/24/2006,84,84.1,83.3,83.8,42.0265,649300,0,1
1590,4/25/2006,83.8,84.06,83.56,83.74,41.9965,744600,0,1
1591,4/26/2006,84,84,83.16,83.57,41.9112,1375300,0,1
1592,4/27/2006,83.25,84.14,83.07,83.4,41.8259,507400,0,1
1593,4/28/2006,83.3,83.6,82.7,82.75,41.5,834300,0,1
1594,5/1/2006,83.15,83.49,82.4,82.8,41.525,448900,0,1
1595,5/2/2006,82.37,82.67,82.15,82.64,41.4448,463200,0,1
1596,5/3/2006,82.53,83.09,82.01,82.58,41.4147,502700,0,1
1597,5/4/2006,82.79,82.79,81.51,81.78,41.0135,708900,0,1
1598,5/5/2006,81.7,83.4,81.63,83.15,41.7006,794300,0,1
1599,5/8/2006,82.8,83.79,82.8,83.63,41.9413,1275400,0,1
1600,5/9/2006,83.45,83.5,82.2,82.3,41.2743,710000,0,1
1601,5/10/2006,82.3,83.32,82.09,82.69,41.4699,1176700,0,1
1602,5/11/2006,82.9,82.9,80.6,80.74,40.4919,652000,0,1
1603,5/12/2006,80.7,82.45,79.51,82.02,41.1339,887400,0,1
1604,5/15/2006,81.55,82.73,81.55,82.58,41.4147,739300,0,1
1605,5/16/2006,82.44,83.67,82.44,83.45,41.851,862700,0,1
1606,5/17/2006,82.8,83.75,82.57,82.74,41.4949,828300,0,1
1607,5/18/2006,82.75,83.08,80.75,81.06,40.6524,1114600,0,1
1608,5/19/2006,81.06,81.45,80.3,80.62,40.4317,629900,0,1
1609,5/23/2006,80.3,80.77,79.86,80.05,40.1459,650100,0,1
1610,5/24/2006,80.03,80.78,80,80.2,40.2211,686500,0,1
1611,5/25/2006,80.26,81.55,80.26,80.95,40.5972,1214300,0,1
1612,5/26/2006,81,81.47,80.63,80.69,40.4669,456500,0,1
1613,5/29/2006,80.34,81.46,80.34,80.87,40.5571,189900,0,1
1614,5/30/2006,81.3,81.93,80.53,81.57,40.9082,561600,0,1
1615,5/31/2006,81.57,81.6,80.59,80.63,40.4368,968600,0,1
1616,6/1/2006,79.75,79.75,78.85,79.25,39.7447,1939800,0,1
1617,6/2/2006,79.18,79.4,78.2,78.64,39.4387,1211100,0,1
1618,6/5/2006,78.58,78.58,77.48,77.65,38.9422,757500,0,1
1619,6/6/2006,77.56,77.94,76.84,77.4,38.8169,760200,0,1
1620,6/7/2006,77.7,78.4,77.61,78.25,39.2432,1350300,0,1
1621,6/8/2006,78,78.85,77.64,78.65,39.4438,1159800,0,1
1622,6/9/2006,78.65,79.23,78.25,79,39.6193,1563700,0,1
1623,6/12/2006,79.15,79.29,78.31,78.96,39.5992,835400,0,1
1624,6/13/2006,78.4,78.75,76.6,76.89,38.5611,1515200,0,1
1625,6/14/2006,76.5,76.96,75.22,76.14,38.185,806600,0,1
1626,6/15/2006,76.39,76.99,75.67,75.87,38.0496,601400,0,1
1627,6/16/2006,75.87,77.45,75.8,76.88,38.5561,1975800,0,1
1628,6/19/2006,76.58,77.3,75.76,76.64,38.4357,600700,0,1
1629,6/20/2006,77.2,77.2,75.57,76.05,38.1398,438300,0,1
1630,6/21/2006,74.63,75.81,74.61,75.09,37.6584,971500,0,1
1631,6/22/2006,74.81,76.27,74.81,75.55,37.8891,737100,0,1
1632,6/23/2006,75.3,76.6,75.3,75.99,38.1097,692400,0,1
1633,6/26/2006,75.15,75.35,74.75,75.17,38.049,666800,0,1
1634,6/27/2006,75.03,75.1,73.9,74,37.4568,675000,0,1
1635,6/28/2006,74,74.6,73.4,73.94,37.4264,776400,0,1
1636,6/29/2006,73.7,75.11,73.25,74.8,37.8617,845700,0,1
1637,6/30/2006,75.25,75.6,74.66,74.71,37.8162,768200,0,1
1638,7/4/2006,74.9,75.24,74.58,74.75,37.8364,461300,0,1
1639,7/5/2006,74.73,74.85,74.45,74.55,37.7352,743000,0,1
1640,7/6/2006,74.55,75.52,74.55,75.35,38.1401,809500,0,1
1641,7/7/2006,75.5,76.97,75.06,76.92,38.9348,701300,0,1
1642,7/10/2006,76.84,78.15,76.48,77.8,39.3802,599200,0,1
1643,7/11/2006,77.98,79.32,77.85,78.75,39.8611,1024800,0,1
1644,7/12/2006,78.63,78.87,77.92,78.2,39.5827,671100,0,1
1645,7/13/2006,77.68,78.01,77.2,77.6,39.279,639800,0,1
1646,7/14/2006,77.4,77.95,76.25,77.14,39.0462,553800,0,1
1647,7/17/2006,76.71,76.96,76.3,76.35,38.6463,472700,0,1
1648,7/18/2006,76.35,77,76,76.63,38.788,595600,0,1
1649,7/19/2006,76.85,78.39,76.85,78.12,39.5422,626600,0,1
1650,7/20/2006,78.08,78.48,77,77.06,39.0057,429700,0,1
1651,7/21/2006,77.83,78.22,77.47,77.91,39.4359,331000,0,1
1652,7/24/2006,78.28,79,78.08,78.46,39.7143,386000,0,1
1653,7/25/2006,78.5,79.46,78.3,79.22,40.099,632900,0,1
1654,7/26/2006,79.12,79.95,78.87,79,39.9876,709700,0,1
1655,7/27/2006,78.99,79.13,77.78,78.12,39.5422,785700,0,1
1656,7/28/2006,78.12,78.9,77.93,78.14,39.5523,690700,0,1
1657,7/31/2006,77.75,78.05,77.08,77.25,39.1019,699500,0,1
1658,8/1/2006,77.58,78.05,76.91,77.95,39.4562,468000,0,1
1659,8/2/2006,77.8,78.35,77.52,78.33,39.6485,401600,0,1
1660,8/3/2006,77.7,79.56,77.69,79.28,40.1294,569400,0,1
1661,8/4/2006,79.38,79.98,78.29,79.15,40.0636,383400,0,1
1662,8/8/2006,79.15,79.9,78.76,79.86,40.423,542100,0,1
1663,8/9/2006,79.99,80.75,79.45,79.47,40.2255,540900,0,1
1664,8/10/2006,79.34,79.68,78.81,79.16,40.0686,337600,0,1
1665,8/11/2006,79.2,79.6,78.85,79.44,40.2104,297200,0,1
1666,8/14/2006,79.26,79.61,78.56,78.97,39.9725,467000,0,1
1667,8/15/2006,79.35,79.5,78.96,79.28,40.1294,602300,0,1
1668,8/16/2006,79.4,80.17,79.4,79.96,40.4736,668900,0,1
1669,8/17/2006,79.85,81.97,79.85,81.96,41.4859,1316500,0,1
1670,8/18/2006,81.97,83.1,81.47,81.9,41.4556,977500,0,1
1671,8/21/2006,81.51,83,81.51,82.25,41.6327,709000,0,1
1672,8/22/2006,82.6,83.1,82.32,82.7,41.8605,643300,0,1
1673,8/23/2006,82.32,83.24,82.3,83.18,42.1035,515000,0,1
1674,8/24/2006,83.2,83.98,83.19,83.7,42.3667,893800,0,1
1675,8/25/2006,83.4,83.65,82.3,82.33,41.6732,507600,0,1
1676,8/28/2006,82.6,83.5,82.26,82.92,41.9719,841800,0,1
1677,8/29/2006,82.51,82.64,81.64,81.83,41.4201,997700,0,1
1678,8/30/2006,82,82,81.56,81.6,41.3037,786300,0,1
1679,8/31/2006,82.3,82.4,80.12,80.33,40.6609,1228400,0,1
1680,9/1/2006,80.4,81.25,80.33,80.65,40.8228,859900,0,1
1681,9/5/2006,80.76,81.2,80.56,80.84,40.919,851200,0,1
1682,9/6/2006,80.3,80.64,80.02,80.5,40.7469,1337200,0,1
1683,9/7/2006,80.17,80.56,79.48,80.21,40.6001,906100,0,1
1684,9/8/2006,80.47,81,80.18,80.85,40.9241,705000,0,1
1685,9/11/2006,80.95,81.14,79.93,80.6,40.7975,1552900,0,1
1686,9/12/2006,80.8,81.69,80.5,81.29,41.1468,1119100,0,1
1687,9/13/2006,81.21,81.75,80.51,81.58,41.2936,682400,0,1
1688,9/14/2006,81.56,81.98,81.19,81.71,41.3594,902300,0,1
1689,9/15/2006,81.71,82.48,81.5,82.1,41.5568,2199800,0,1
1690,9/18/2006,82.36,83.16,81.85,82.72,41.8706,1105300,0,1
1691,9/19/2006,82.51,83.2,82.44,83.15,42.0883,649900,0,1
1692,9/20/2006,83.09,84.5,83.09,83.92,42.478,1087100,0,1
1693,9/21/2006,84.09,84.66,83.69,84.33,42.6856,640700,0,1
1694,9/22/2006,83.91,84.41,83.9,84.1,42.5691,863300,0,1
1695,9/25/2006,84.2,85.3,83.93,85.11,43.0804,1234800,0,1
1696,9/26/2006,84.7,84.74,83.4,83.8,42.769,1157000,0,1
1697,9/27/2006,83.65,84.3,83.65,84.18,42.963,873000,0,1
1698,9/28/2006,84.38,85,84.1,84.81,43.2845,911400,0,1
1699,9/29/2006,84.81,85,84.1,84.25,42.9987,848900,0,1
1700,10/2/2006,84.25,86.3,84.25,86.3,44.045,1228500,0,1
1701,10/3/2006,86,86.49,85.79,86.12,43.9531,2333800,0,1
1702,10/4/2006,86.17,86.4,85.5,86.03,43.9072,1010300,0,1
1703,10/5/2006,86,86.3,85.15,85.24,43.504,969400,0,1
1704,10/6/2006,85.24,85.4,84.87,85.1,43.4325,379200,0,1
1705,10/10/2006,85.17,85.7,84.33,84.65,43.2029,565800,0,1
1706,10/11/2006,84.55,84.7,83.1,83.12,42.422,785700,0,1
1707,10/12/2006,83.39,83.8,83.01,83.67,42.7027,928500,0,1
1708,10/13/2006,83.41,84.3,83.22,83.73,42.7333,793200,0,1
1709,10/16/2006,84.49,84.66,83.51,84.58,43.1671,2075000,0,1
1710,10/17/2006,84.9,84.9,83.75,84.6,43.1773,1044200,0,1
1711,10/18/2006,84.9,85.17,83.94,84.65,43.2029,635400,0,1
1712,10/19/2006,84.74,85.25,84.3,85.23,43.4989,655800,0,1
1713,10/20/2006,85.49,85.65,84.89,85.01,43.3866,652700,0,1
1714,10/23/2006,85.08,86.06,85.08,85.75,43.7643,2493800,0,1
1715,10/24/2006,85.59,86.5,85.54,86.47,44.1317,906900,0,1
1716,10/25/2006,86.47,87.34,85.87,87.34,44.9395,754100,0,1
1717,10/26/2006,87.6,88.16,87.3,87.87,45.2123,2525700,0,1
1718,10/27/2006,87.55,88.06,87.35,87.45,44.9962,750500,0,1
1719,10/30/2006,87.45,87.71,87.01,87.47,45.0064,596300,0,1
1720,10/31/2006,87.2,87.99,87.19,87.6,45.0733,1087000,0,1
1721,11/1/2006,87.4,88.99,86.72,88.96,45.7731,2073300,0,1
1722,11/2/2006,89,91.18,88.87,90.99,46.8176,1693900,0,1
1723,11/3/2006,90.85,91.44,89.32,89.5,46.051,1083600,0,1
1724,11/6/2006,89.7,90.61,89.32,90.11,46.3648,651100,0,1
1725,11/7/2006,90.35,90.63,89.4,89.43,46.0149,551200,0,1
1726,11/8/2006,89.45,89.91,89.05,89.35,45.9738,448700,0,1
1727,11/9/2006,89.12,90.07,88.61,89.57,46.087,864700,0,1
1728,11/10/2006,89.5,89.81,89.15,89.5,46.051,459400,0,1
1729,11/13/2006,89.42,89.9,89.38,89.58,46.0921,404100,0,1
1730,11/14/2006,89.97,90.7,89.9,90.16,46.3906,766900,0,1
1731,11/15/2006,90.59,91.8,90.5,91.75,47.2086,665600,0,1
1732,11/16/2006,91.72,92.38,91.65,91.76,47.2138,662700,0,1
1733,11/17/2006,91.79,92.29,90.76,92.13,47.4042,658300,0,1
1734,11/20/2006,92.12,92.61,91.78,92.1,47.3887,608100,0,1
1735,11/21/2006,92.2,92.8,91.25,92.35,47.5174,1132700,0,1
1736,11/22/2006,92.25,92.86,91.79,91.9,47.2858,1754900,0,1
1737,11/23/2006,92.14,92.95,92.14,92.74,47.7181,371600,0,1
1738,11/24/2006,92.35,92.99,92.11,92.91,47.8055,509900,0,1
1739,11/27/2006,93,93,91.51,92.48,47.5843,1123200,0,1
1740,11/28/2006,92,92,90.28,90.4,46.514,1301700,0,1
1741,11/29/2006,90.52,90.86,89.75,89.98,46.2979,1979000,0,1
1742,11/30/2006,90.4,90.82,89.69,89.7,46.1539,670500,0,1
1743,12/1/2006,90.2,90.47,89.03,90.09,46.3545,739300,0,1
1744,12/4/2006,90.49,91.18,90.11,90.95,46.797,525300,0,1
1745,12/5/2006,90.85,92.5,90.85,91.86,47.2653,997900,0,1
1746,12/6/2006,91.97,93.2,91.97,92.25,47.4659,1138800,0,1
1747,12/7/2006,93.4,94.85,93.24,94.8,48.778,2390400,0,1
1748,12/8/2006,96.38,97.07,95.69,96.88,49.8482,1871900,0,1
1749,12/11/2006,96.42,96.7,95.93,96.25,49.5241,1340100,0,1
1750,12/12/2006,95.75,96.64,95.61,96.51,49.6578,1305100,0,1
1751,12/13/2006,96.61,97.23,96.6,97.23,50.0283,809600,0,1
1752,12/14/2006,96.76,98.3,96.73,97.86,50.3525,1696300,0,1
1753,12/15/2006,98.25,98.75,97.9,98.25,50.5531,2566700,0,1
1754,12/18/2006,98.12,99.6,98.05,98.48,50.6715,1017400,0,1
1755,12/19/2006,98.48,98.96,97.75,98.2,50.5274,3610500,0,1
1756,12/20/2006,98.2,99.48,98.2,98.98,50.9287,1059500,0,1
1757,12/21/2006,99.34,99.34,97.6,98.3,50.5789,1425600,0,1
1758,12/22/2006,97.98,98,97.1,97.6,50.5789,432700,0,1
1759,12/27/2006,97.6,99.3,97.6,98.27,50.9261,507500,0,1
1760,12/28/2006,98.02,98.81,98.02,98.5,51.0453,479200,0,1
1761,12/29/2006,98.25,98.98,98.1,98.3,50.9416,301100,0,1
1762,1/2/2007,98.3,99.24,98.3,98.7,51.1489,328200,0,1
1763,1/3/2007,98.84,100,98.41,99.06,51.3355,957900,0,1
1764,1/4/2007,99.3,99.8,97.3,98.55,51.0712,1147300,0,1
1765,1/5/2007,98.55,99.34,98.06,98.56,51.0764,938000,0,1
1766,1/8/2007,99.2,99.44,98.6,98.78,51.1904,760500,0,1
1767,1/9/2007,98.5,99.15,98.23,98.71,51.1541,1226200,0,1
1768,1/10/2007,98.38,98.84,98.13,98.71,51.1541,780600,0,1
1769,1/11/2007,98.7,99.68,98.09,98.4,50.9934,1292100,0,1
1770,1/12/2007,98.53,99.2,98.38,98.41,50.9986,710100,0,1
1771,1/15/2007,98.41,99.15,98.41,98.92,51.2629,302300,0,1
1772,1/16/2007,98.65,99.48,98.65,99.19,51.4029,587700,0,1
1773,1/17/2007,99.64,100.35,99.51,100.22,51.9366,974400,0,1
1774,1/18/2007,100.22,101.63,100.2,100.6,52.1335,1044500,0,1
1775,1/19/2007,100.25,101.5,100.25,101.29,52.4911,600900,0,1
1776,1/22/2007,101.5,101.88,100.62,100.7,52.1854,681800,0,1
1777,1/23/2007,100.45,101.24,100.42,100.8,52.2372,575200,0,1
1778,1/24/2007,100.5,101.85,100.5,101.02,52.3512,681800,0,1
1779,1/25/2007,101.1,101.74,100.65,101.19,52.4393,914300,0,1
1780,1/26/2007,101.59,102.38,101.37,102,52.8591,698000,0,1
1781,1/29/2007,102.48,102.74,101.6,101.82,52.7658,672900,0,1
1782,1/30/2007,101.74,101.74,101.22,101.4,52.5481,591800,0,1
1783,1/31/2007,101.12,102.17,100.6,100.88,52.2787,596300,0,1
1784,2/1/2007,101.45,102.14,101,101.55,52.6259,1413600,0,1
1785,2/2/2007,101.98,102.34,101.67,101.75,52.7295,590300,0,1
1786,2/5/2007,102.14,102.33,101.43,102.17,52.9472,516100,0,1
1787,2/6/2007,102,102.65,101.63,101.85,52.7813,510100,0,1
1788,2/7/2007,101.95,102.58,101.68,101.78,52.745,504200,0,1
1789,2/8/2007,101.88,102.02,101.2,101.52,52.6103,475700,0,1
1790,2/9/2007,101.2,101.74,100.17,100.4,52.0299,655600,0,1
1791,2/12/2007,100.85,100.98,100.1,100.25,51.9522,476000,0,1
1792,2/13/2007,100.25,101.96,100.25,101.35,52.5222,535100,0,1
1793,2/14/2007,101.94,101.98,101.45,101.65,52.6777,444400,0,1
1794,2/15/2007,101.74,102.74,101.74,102.74,53.2426,824600,0,1
1795,2/16/2007,102.95,102.95,102,102.15,52.9368,374400,0,1
1796,2/19/2007,102.38,102.9,102.3,102.7,53.2218,250700,0,1
1797,2/20/2007,102.15,104.57,102.15,104,53.8955,1317500,0,1
1798,2/21/2007,104,104.2,103.7,103.9,53.8437,1245900,0,1
1799,2/22/2007,104.62,104.63,103.05,103.46,53.6157,522200,0,1
1800,2/23/2007,103.89,103.97,103.08,103.36,53.5638,457000,0,1
1801,2/26/2007,103.64,104.04,103.13,103.9,53.8437,771500,0,1
1802,2/27/2007,103.5,103.5,100.41,100.89,52.2838,1485000,0,1
1803,2/28/2007,101.6,101.79,98.54,100.66,52.1646,1490900,0,1
1804,3/1/2007,99,101.81,98.38,100.52,52.0921,1219500,0,1
1805,3/2/2007,99.7,101.85,99,100.5,52.0817,1014800,0,1
1806,3/5/2007,99.1,100.26,99.03,99.26,51.4391,724600,0,1
1807,3/6/2007,100.22,101.47,100.22,100.84,52.2579,1413300,0,1
1808,3/7/2007,100.84,102.45,100.65,101.89,52.8021,817600,0,1
1809,3/8/2007,101.7,102.45,101.53,102.2,52.9627,756500,0,1
1810,3/9/2007,102.13,103.29,102.12,102.89,53.3203,849800,0,1
1811,3/12/2007,102.89,102.98,102.41,102.97,53.3618,728200,0,1
1812,3/13/2007,102.79,103.21,101.2,101.69,52.6984,793000,0,1
1813,3/14/2007,101.69,102.2,100.25,101.15,52.4186,1093900,0,1
1814,3/15/2007,101.49,101.68,100.1,100.6,52.1335,1190800,0,1
1815,3/16/2007,100.55,101.38,100.01,100.03,51.8381,1824700,0,1
1816,3/19/2007,100.65,101.77,100.09,101.57,52.6362,648900,0,1
1817,3/20/2007,101.57,102,101.08,101.32,52.5066,605600,0,1
1818,3/21/2007,101.29,102.4,101.12,102.18,52.9523,727700,0,1
1819,3/22/2007,102.65,103.45,101.27,101.76,52.7347,925300,0,1
1820,3/23/2007,102.05,102.68,101.8,102.23,52.9783,1068100,0,1
1821,3/26/2007,102.25,102.45,101.11,102.07,53.2968,998400,0,1
1822,3/27/2007,102.22,102.27,101.17,101.43,52.9626,519300,0,1
1823,3/28/2007,101.12,101.44,100.28,100.35,52.3987,534100,0,1
1824,3/29/2007,100.92,101.3,100.3,100.95,52.7119,487500,0,1
1825,3/30/2007,100.66,100.93,99.96,100.19,52.3151,662500,0,1
1826,4/2/2007,100.31,101.27,100.2,101.09,52.785,498000,0,1
1827,4/3/2007,101.34,101.93,101.05,101.21,52.8477,813200,0,1
1828,4/4/2007,101.43,101.7,100.92,101.5,52.9991,410000,0,1
1829,4/5/2007,101.5,101.57,100.75,100.97,52.7224,311700,0,1
1830,4/9/2007,101.16,101.56,101.01,101.39,52.9417,423700,0,1
1831,4/10/2007,101.7,101.7,100,100.05,52.242,914000,0,1
1832,4/11/2007,100.32,100.66,99.88,100.23,52.336,550800,0,1
1833,4/12/2007,100.35,100.64,99.58,100.15,52.2942,396400,0,1
1834,4/13/2007,99.89,100.4,99.6,100.06,52.2472,459700,0,1
1835,4/16/2007,99.88,100.2,99.61,99.76,52.0906,620900,0,1
1836,4/17/2007,100,100.01,99.02,99.25,51.8243,897900,0,1
1837,4/18/2007,99.02,99.95,99.02,99.68,52.0488,488600,0,1
1838,4/19/2007,99.35,99.47,99.05,99.34,51.8713,663100,0,1
1839,4/20/2007,99.98,99.98,99.56,99.97,52.2002,570400,0,1
1840,4/23/2007,99.93,99.95,99.02,99.45,51.9287,644800,0,1
1841,4/24/2007,99.29,99.95,98.85,98.96,51.6729,755900,0,1
1842,4/25/2007,99.25,99.25,98.26,98.98,51.6833,492800,0,1
1843,4/26/2007,98.37,99.39,98.05,98.55,51.4588,464000,0,1
1844,4/27/2007,97.82,98.74,97.68,98.01,51.1768,1077600,0,1
1845,4/30/2007,98.3,98.97,97.7,97.7,51.0149,815500,0,1
1846,5/1/2007,98.15,98.95,97.05,98.42,51.3909,1011800,0,1
1847,5/2/2007,98.25,98.95,97.62,98.89,51.6363,540500,0,1
1848,5/3/2007,99.06,99.75,98.89,99.34,51.8713,857600,0,1
1849,5/4/2007,99.68,100.73,99.24,100.29,52.3673,784700,0,1
1850,5/7/2007,100.62,101.98,100.04,101.3,52.8947,904000,0,1
1851,5/8/2007,101.47,102.44,101.19,102.3,53.4169,1063900,0,1
1852,5/9/2007,101.99,103,101.74,102.4,53.4691,1141700,0,1
1853,5/10/2007,102.4,102.4,101.51,102.1,53.3124,503800,0,1
1854,5/11/2007,101.98,102.98,101.84,102.93,53.7458,672100,0,1
1855,5/14/2007,102.81,104.03,102.5,103.78,54.1897,804400,0,1
1856,5/15/2007,103.91,104.72,103.55,104.08,54.3463,688300,0,1
1857,5/16/2007,104.08,105.55,104,105.55,55.1139,1350600,0,1
1858,5/17/2007,105.25,106.59,105.15,106.34,55.5264,891000,0,1
1859,5/18/2007,106.35,106.35,105.31,105.83,55.2601,431800,0,1
1860,5/22/2007,105.05,106.55,105.05,106.48,55.5995,724100,0,1
1861,5/23/2007,106.65,107.33,105.97,106.75,55.7405,715600,0,1
1862,5/24/2007,106.95,107.45,105.76,105.86,55.2757,565000,0,1
1863,5/25/2007,106.23,107.15,105.84,106,55.3489,866300,0,1
1864,5/28/2007,106.08,106.5,105.96,106.21,55.4585,146000,0,1
1865,5/29/2007,106.04,106.68,105.36,105.4,55.0355,881200,0,1
1866,5/30/2007,105.65,106.31,105.05,106.14,55.422,359800,0,1
1867,5/31/2007,106.14,106.14,102.55,102.67,53.6101,1921600,0,1
1868,6/1/2007,102.9,102.98,101.48,102.4,53.4691,1767200,0,1
1869,6/4/2007,102.38,102.39,100.03,100.9,52.6859,1668900,0,1
1870,6/5/2007,101.6,101.73,100.2,100.4,52.4248,1221700,0,1
1871,6/6/2007,100.06,100.15,98.8,99,51.6937,1701800,0,1
1872,6/7/2007,99.06,99.06,96.81,97.34,50.827,2107600,0,1
1873,6/8/2007,97.5,98.93,97.06,98.5,51.4327,2112600,0,1
1874,6/11/2007,98.77,99.58,98.08,99.19,51.793,882000,0,1
1875,6/12/2007,98.96,99.13,97.71,97.76,51.0462,1517600,0,1
1876,6/13/2007,97.76,98.49,97.36,98.38,51.37,1026500,0,1
1877,6/14/2007,98.05,98.95,97.36,98.12,51.2342,1114800,0,1
1878,6/15/2007,98.05,98.5,97.77,98.5,51.4327,1835200,0,1
